Month,Primary Energy Consumed by the Residential Sector,Electricity Sales to Ultimate Customers in the Residential Sector,End-Use Energy Consumed by the Residential Sector,Residential Sector Electrical System Energy Losses,Total Energy Consumed by the Residential Sector,Primary Energy Consumed by the Commercial Sector,Electricity Sales to Ultimate Customers in the Commercial Sector,End-Use Energy Consumed by the Commercial Sector,Commercial Sector Electrical System Energy Losses,Total Energy Consumed by the Commercial Sector,Primary Energy Consumed by the Industrial Sector,Electricity Sales to Ultimate Customers in the Industrial Sector,End-Use Energy Consumed by the Industrial Sector,Industrial Sector Electrical System Energy Losses,Total Energy Consumed by the Industrial Sector
1973-01-01,1339.302,180.291,1519.593,371.524,1891.117,657.982,123.242,781.224,253.965,1035.189,2024.87,188.594,2213.463,388.634,2602.097
1973-02-01,1174.916,169.24,1344.156,310.563,1654.718,623.761,119.754,743.515,219.755,963.27,1839.313,186.266,2025.579,341.807,2367.386
1973-03-01,983.386,158.027,1141.413,308.108,1449.521,492.138,118.296,610.435,230.645,841.08,1924.221,190.614,2114.835,371.644,2486.479
1973-04-01,715.392,142.693,858.085,271.515,1129.6,363.393,113.86,477.253,216.652,693.905,1911.938,190.856,2102.794,363.159,2465.953
1973-05-01,535.901,135.883,671.784,281.772,953.556,288.629,117.568,406.196,243.793,649.989,2074.338,193.93,2268.268,402.14,2670.408
1973-06-01,366.93,153.428,520.358,341.091,861.449,226.461,128.668,355.128,286.045,641.174,1956.674,195.739,2152.412,435.154,2587.566
1973-07-01,306.867,184.667,491.535,414.401,905.935,196.228,139.958,336.186,314.072,650.257,2014.98,195.004,2209.984,437.597,2647.581
1973-08-01,313.315,193.604,506.919,433.819,940.738,204.22,141.977,346.197,318.135,664.332,2133.629,200.847,2334.475,450.048,2784.523
1973-09-01,342.181,191.787,533.968,360.162,894.129,208.166,142.112,350.277,266.875,617.152,2052.72,201.917,2254.637,379.184,2633.821
1973-10-01,448.411,161.072,609.482,327.213,936.695,264.371,129.858,394.229,263.803,658.032,2243.799,206.472,2450.271,419.444,2869.715
1973-11-01,711.982,147.334,859.317,298.802,1158.119,389.107,123.731,512.839,250.934,763.772,2265.529,199.373,2464.902,404.34,2869.243
1973-12-01,987.466,158.312,1145.779,330.613,1476.392,508.53,117.629,626.159,245.651,871.81,2222.257,191.312,2413.569,399.528,2813.096
1974-01-01,1235.97,180.421,1416.391,355.519,1771.91,631.873,120.804,752.677,238.042,990.719,1931.828,189.218,2121.046,372.852,2493.898
1974-02-01,1062.885,163.023,1225.909,297.921,1523.829,536.913,115.779,652.692,211.583,864.274,1866.914,186.975,2053.889,341.691,2395.58
1974-03-01,912.14,157.279,1069.419,315.534,1384.953,470.272,115.364,585.636,231.444,817.081,1917.247,190.438,2107.685,382.058,2489.743
1974-04-01,723.895,147.376,871.271,279.953,1151.224,373.789,114.209,487.998,216.951,704.949,1784.148,191.463,1975.61,363.7,2339.311
1974-05-01,500.172,140.251,640.423,302.317,942.739,265.331,117.768,383.099,253.854,636.952,1911.169,195.256,2106.425,420.883,2527.308
1974-06-01,369.658,158.989,528.647,326.354,855.001,213.921,127.622,341.543,261.967,603.51,1865.354,196.88,2062.233,404.132,2466.365
1974-07-01,318.423,182.68,501.103,425.831,926.934,194.741,137.243,331.984,319.916,651.9,1980.919,196.201,2177.12,457.35,2634.469
1974-08-01,297.206,193.458,490.664,414.648,905.313,196.81,141.677,338.486,303.663,642.149,2049.722,203.496,2253.218,436.163,2689.381
1974-09-01,341.162,180.658,521.82,327.678,849.498,213.857,138.301,352.158,250.851,603.008,2073.063,204.356,2277.42,370.663,2648.082
1974-10-01,484.806,150.688,635.494,312.758,948.252,281.758,125.696,407.454,260.887,668.341,2219.813,205.116,2424.929,425.726,2850.655
1974-11-01,645.395,145.593,790.988,310.103,1101.091,353.427,121.79,475.218,259.404,734.621,2124.166,195.081,2319.247,415.508,2734.756
1974-12-01,1016.884,172.346,1189.23,381.975,1571.205,526.567,125.082,651.648,277.222,928.87,2015.052,182.314,2197.366,404.067,2601.433
1975-01-01,1145.436,185.31,1330.746,383.646,1714.392,546.766,130.382,677.148,269.929,947.076,2077.53,193.155,2270.685,399.889,2670.574
1975-02-01,1090.776,172.288,1263.064,316.762,1579.826,522.32,125.812,648.132,231.313,879.445,1643.004,188.899,1831.903,347.303,2179.206
1975-03-01,997.803,164.59,1162.393,329.31,1491.703,467.958,125.211,593.169,250.521,843.69,1765.069,189.596,1954.664,379.34,2334.004
1975-04-01,865.707,153.565,1019.272,294.719,1313.991,421.168,121.517,542.685,233.212,775.898,1464.567,187.596,1652.163,360.029,2012.192
1975-05-01,526.07,140.895,666.965,299.307,966.271,260.025,123.524,383.549,262.405,645.954,1545.49,190.51,1736.0,404.705,2140.706
1975-06-01,368.294,157.068,525.362,335.934,861.296,204.982,136.279,341.261,291.471,632.731,1610.661,193.752,1804.412,414.391,2218.804
1975-07-01,318.568,185.358,503.926,413.426,917.352,186.913,147.303,334.217,328.548,662.765,1721.35,192.642,1913.992,429.673,2343.665
1975-08-01,303.799,196.734,500.533,431.895,932.427,188.71,150.743,339.454,330.93,670.384,1773.548,200.67,1974.218,440.535,2414.752
1975-09-01,341.98,186.703,528.683,331.31,859.993,206.457,147.349,353.806,261.474,615.28,1817.387,203.271,2020.658,360.709,2381.367
1975-10-01,443.545,147.585,591.13,301.732,892.863,247.36,131.093,378.453,268.016,646.469,2013.965,204.348,2218.314,417.783,2636.097
1975-11-01,582.288,144.289,726.576,290.738,1017.314,306.117,127.717,433.834,257.347,691.18,1910.75,202.258,2113.008,407.545,2520.553
1975-12-01,1006.031,172.349,1178.381,374.01,1552.391,500.58,130.895,631.476,284.052,915.528,2035.303,199.666,2234.969,433.29,2668.259
1976-01-01,1303.718,206.4,1510.118,433.806,1943.925,637.627,140.492,778.119,295.282,1073.401,1950.513,199.948,2150.461,420.247,2570.708
1976-02-01,1100.934,186.256,1287.19,339.179,1626.369,547.42,134.901,682.32,245.659,927.98,1672.452,201.904,1874.356,367.676,2242.032
1976-03-01,895.887,161.372,1057.259,330.779,1388.038,444.842,130.827,575.67,268.169,843.839,1723.455,210.088,1933.543,430.636,2364.179
1976-04-01,674.092,149.484,823.577,289.049,1112.625,338.629,126.527,465.156,244.658,709.814,1665.956,208.773,1874.729,403.691,2278.419
1976-05-01,522.547,140.852,663.4,286.562,949.961,275.266,129.299,404.566,263.057,667.623,1784.408,212.892,1997.3,433.126,2430.426
1976-06-01,403.68,151.433,555.113,338.983,894.095,225.494,138.5,363.994,310.032,674.026,1756.445,217.811,1974.256,487.57,2461.827
1976-07-01,333.036,184.348,517.384,409.795,927.179,195.509,154.366,349.875,343.147,693.022,1868.001,216.617,2084.618,481.526,2566.144
1976-08-01,305.667,196.893,502.561,421.319,923.88,199.456,155.807,355.263,333.4,688.663,1879.968,221.825,2101.793,474.669,2576.463
1976-09-01,336.292,183.467,519.759,339.615,859.374,208.278,152.945,361.223,283.115,644.338,1870.798,223.675,2094.473,414.043,2508.516
1976-10-01,484.184,153.526,637.71,318.617,956.327,267.198,138.219,405.417,286.85,692.267,2159.025,222.598,2381.623,461.963,2843.586
1976-11-01,827.689,160.318,988.006,350.98,1338.986,433.992,134.089,568.081,293.559,861.64,2085.034,219.082,2304.116,479.631,2783.747
1976-12-01,1204.103,194.865,1398.968,436.237,1835.206,597.935,141.971,739.906,317.826,1057.732,2189.485,217.67,2407.155,487.289,2894.444
1977-01-01,1488.078,224.365,1712.442,511.925,2224.367,700.21,149.26,849.47,340.561,1190.03,1998.771,213.508,2212.28,487.155,2699.434
1977-02-01,1244.175,210.993,1455.168,388.728,1843.896,586.872,142.5,729.372,262.537,991.909,1584.186,209.651,1793.836,386.255,2180.091
1977-03-01,869.096,174.602,1043.698,363.07,1406.768,421.33,137.383,558.713,285.677,844.39,1845.75,220.074,2065.823,457.625,2523.448
1977-04-01,630.326,152.406,782.733,307.823,1090.556,321.711,131.316,453.027,265.226,718.253,1734.94,220.2,1955.14,444.75,2399.889
1977-05-01,462.064,142.707,604.771,325.221,929.992,253.156,135.753,388.909,309.373,698.282,1870.319,227.74,2098.059,519.006,2617.064
1977-06-01,365.111,166.262,531.373,383.102,914.475,220.027,147.255,367.282,339.304,706.586,1906.136,229.166,2135.302,528.044,2663.346
1977-07-01,318.033,209.42,527.453,496.015,1023.469,202.907,162.743,365.65,385.461,751.111,1872.353,224.052,2096.405,530.671,2627.076
1977-08-01,311.158,213.905,525.063,478.659,1003.722,205.019,164.523,369.542,368.155,737.697,1972.833,230.058,2202.892,514.805,2717.696
1977-09-01,330.411,196.633,527.044,391.646,918.69,209.441,160.061,369.502,318.804,688.306,2014.855,230.183,2245.037,458.47,2703.507
1977-10-01,470.276,167.261,637.537,336.97,974.507,266.031,145.037,411.068,292.197,703.265,2105.656,230.514,2336.17,464.402,2800.572
1977-11-01,647.258,154.364,801.622,332.657,1134.279,342.391,135.901,478.292,292.87,771.162,2070.306,225.141,2295.447,485.185,2780.632
1977-12-01,1058.308,188.638,1246.945,428.346,1675.291,529.235,142.134,671.369,322.749,994.118,2125.421,221.673,2347.093,503.36,2850.453
1978-01-01,1232.341,224.871,1457.212,504.311,1961.523,594.997,152.16,747.157,341.243,1088.4,2106.939,224.793,2331.732,504.135,2835.867
1978-02-01,1236.977,220.344,1457.321,434.528,1891.849,601.516,148.882,750.398,293.603,1044.001,1749.503,209.705,1959.208,413.548,2372.756
1978-03-01,1038.135,200.561,1238.696,412.051,1650.748,525.26,144.019,669.279,295.887,965.166,1755.847,212.134,1967.982,435.829,2403.811
1978-04-01,675.067,161.715,836.782,318.271,1155.053,337.76,132.668,470.428,261.103,731.532,1786.903,217.996,2004.899,429.037,2433.936
1978-05-01,532.388,150.169,682.557,330.963,1013.519,281.074,134.694,415.768,296.857,712.625,1884.958,231.303,2116.261,509.777,2626.038
1978-06-01,375.822,173.439,549.26,387.153,936.414,220.43,152.919,373.349,341.348,714.696,1811.561,237.595,2049.156,530.363,2579.519
1978-07-01,325.162,210.681,535.843,477.921,1013.764,197.635,167.555,365.19,380.091,745.281,1926.644,232.03,2158.673,526.35,2685.023
1978-08-01,337.854,217.832,555.687,491.497,1047.183,210.276,169.731,380.008,382.966,762.974,1943.274,240.164,2183.438,541.883,2725.321
1978-09-01,346.004,211.489,557.493,408.653,966.146,212.651,168.115,380.766,324.842,705.608,1898.228,242.675,2140.903,468.912,2609.815
1978-10-01,470.211,174.38,644.592,353.376,997.968,270.206,150.517,420.724,305.018,725.742,2094.344,243.136,2337.48,492.706,2830.186
1978-11-01,673.018,161.115,834.133,349.876,1184.009,348.564,143.132,491.696,310.824,802.52,2080.105,237.823,2317.929,516.456,2834.385
1978-12-01,1017.622,194.682,1212.304,442.303,1654.607,508.743,148.878,657.621,338.241,995.862,2139.461,231.221,2370.682,525.317,2895.999
1979-01-01,1264.688,238.632,1503.32,539.239,2042.559,654.4,159.851,814.251,361.217,1175.468,2193.308,233.121,2426.43,526.787,2953.217
1979-02-01,1261.863,231.477,1493.34,458.248,1951.588,647.862,156.237,804.099,309.297,1113.396,1831.677,230.76,2062.437,456.829,2519.267
1979-03-01,949.663,202.379,1152.042,401.206,1553.249,503.576,149.812,653.388,296.994,950.382,1918.935,238.1,2157.034,472.02,2629.054
1979-04-01,685.282,170.87,856.151,331.21,1187.361,370.265,140.938,511.203,273.191,784.394,1784.627,238.649,2023.276,462.592,2485.868
1979-05-01,484.635,156.031,640.665,325.022,965.688,272.448,142.604,415.052,297.053,712.104,1970.266,244.975,2215.241,510.298,2725.539
1979-06-01,359.441,169.085,528.526,365.428,893.954,214.949,154.065,369.014,332.967,701.981,1917.648,245.388,2163.036,530.334,2693.37
1979-07-01,314.192,199.964,514.155,457.944,972.099,191.262,165.504,356.766,379.027,735.793,1946.856,242.197,2189.054,554.665,2743.719
1979-08-01,311.417,221.125,532.542,488.488,1021.03,195.268,171.581,366.849,379.04,745.889,2038.48,245.514,2283.993,542.366,2826.359
1979-09-01,318.474,203.707,522.18,395.179,917.36,201.498,166.036,367.534,322.1,689.634,1968.619,242.3,2210.919,470.048,2680.967
1979-10-01,437.778,168.911,606.689,360.236,966.925,262.233,152.589,414.822,325.427,740.249,2191.37,243.862,2435.233,520.085,2955.318
1979-11-01,631.954,169.293,801.247,360.046,1161.293,360.091,145.433,505.524,309.301,814.825,2152.018,238.089,2390.108,506.359,2896.467
1979-12-01,899.966,198.305,1098.272,434.824,1533.096,492.115,149.472,641.587,327.748,969.334,2208.27,229.617,2437.887,503.482,2941.369
1980-01-01,1063.223,224.649,1287.872,485.103,1772.975,562.336,156.679,719.015,338.33,1057.345,2144.73,230.419,2375.149,497.562,2872.711
1980-02-01,1075.459,220.122,1295.581,443.141,1738.722,557.519,154.999,712.518,312.038,1024.555,1875.098,233.749,2108.847,470.576,2579.423
1980-03-01,926.4,206.416,1132.816,422.566,1555.382,481.451,151.919,633.369,311.001,944.37,1943.261,235.721,2178.982,482.559,2661.541
1980-04-01,640.912,176.568,817.48,336.413,1153.893,338.641,142.615,481.255,271.723,752.978,1724.116,231.702,1955.818,441.46,2397.278
1980-05-01,460.453,155.925,616.378,332.06,948.438,249.921,142.149,392.07,302.722,694.792,1790.294,229.406,2019.7,488.545,2508.246
1980-06-01,356.135,178.335,534.47,397.19,931.66,208.375,155.634,364.008,346.629,710.637,1707.638,227.713,1935.352,507.166,2442.518
1980-07-01,296.381,234.101,530.482,557.685,1088.167,178.07,175.604,353.674,418.331,772.005,1692.571,223.592,1916.163,532.65,2448.814
1980-08-01,277.248,255.968,533.216,568.935,1102.152,172.546,183.406,355.953,407.653,763.606,1702.226,230.02,1932.246,511.26,2443.506
1980-09-01,300.25,231.91,532.16,449.765,981.925,193.378,178.485,371.863,346.151,718.014,1841.495,237.373,2078.867,460.359,2539.226
1980-10-01,433.98,184.296,618.276,379.366,997.641,264.512,158.253,422.765,325.758,748.523,2036.75,236.837,2273.587,487.52,2761.107
1980-11-01,644.359,172.439,816.798,373.293,1190.091,369.396,149.292,518.689,323.184,841.873,1973.684,230.696,2204.38,499.405,2703.785
1980-12-01,964.401,207.364,1171.765,454.301,1626.066,529.273,157.056,686.329,344.083,1030.412,2094.245,233.78,2328.025,512.174,2840.198
1981-01-01,1192.208,252.785,1444.993,525.272,1970.265,618.08,172.314,790.394,358.059,1148.453,1943.053,228.862,2171.915,475.561,2647.476
1981-02-01,1001.061,226.417,1227.478,410.362,1637.84,500.067,164.358,664.425,297.884,962.309,1574.527,230.006,1804.534,416.867,2221.401
1981-03-01,796.778,196.737,993.515,406.807,1400.322,405.747,158.015,563.762,326.739,890.501,1807.297,234.029,2041.327,483.919,2525.246
1981-04-01,535.402,173.718,709.12,351.59,1060.71,282.073,150.899,432.972,305.407,738.379,1629.291,232.488,1861.779,470.537,2332.316
1981-05-01,424.003,164.962,588.965,350.705,939.671,229.493,156.461,385.954,332.631,718.584,1751.61,234.453,1986.063,498.44,2484.503
1981-06-01,316.947,191.636,508.582,431.301,939.883,186.774,173.214,359.988,389.84,749.828,1666.261,244.44,1910.701,550.143,2460.845
1981-07-01,281.74,238.806,520.546,529.276,1049.822,168.204,190.542,358.746,422.306,781.052,1732.789,244.682,1977.471,542.3,2519.771
1981-08-01,276.106,239.86,515.966,504.392,1020.358,182.158,190.669,372.827,400.95,773.776,1762.506,245.698,2008.204,516.669,2524.873
1981-09-01,286.679,208.466,495.146,402.149,897.295,184.251,183.811,368.062,354.587,722.649,1766.682,242.289,2008.971,467.395,2476.366
1981-10-01,452.918,180.797,633.716,372.152,1005.868,268.471,166.992,435.462,343.735,779.197,1889.516,235.955,2125.471,485.689,2611.16
1981-11-01,598.636,177.305,775.94,367.228,1143.168,335.61,159.072,494.682,329.466,824.148,1783.158,225.743,2008.901,467.552,2476.453
1981-12-01,881.827,212.879,1094.706,466.712,1561.419,476.412,166.894,643.306,365.895,1009.201,1939.478,218.791,2158.269,479.674,2637.943
1982-01-01,1165.973,260.212,1426.185,556.224,1982.409,600.592,179.394,779.986,383.469,1163.455,1862.92,214.749,2077.668,459.043,2536.712
1982-02-01,1025.192,235.864,1261.056,424.83,1685.886,523.618,172.713,696.331,311.085,1007.416,1496.312,214.198,1710.51,385.806,2096.316
1982-03-01,850.454,206.419,1056.874,410.335,1467.209,446.832,166.135,612.967,330.255,943.222,1632.275,220.061,1852.336,437.453,2289.789
1982-04-01,683.339,187.379,870.718,359.507,1230.225,359.854,159.046,518.9,305.146,824.046,1514.963,214.01,1728.972,410.6,2139.572
1982-05-01,417.477,167.501,584.978,353.161,938.139,227.775,159.459,387.234,336.205,723.439,1468.432,213.182,1681.615,449.477,2131.092
1982-06-01,323.651,184.53,508.181,387.869,896.05,178.244,173.048,351.292,363.735,715.026,1483.849,217.291,1701.139,456.73,2157.869
1982-07-01,283.59,224.181,507.771,513.212,1020.983,165.295,187.595,352.89,429.457,782.347,1515.67,213.649,1729.319,489.101,2218.421
1982-08-01,277.11,238.519,515.628,509.163,1024.791,177.008,192.0,369.007,409.859,778.866,1568.224,216.001,1784.225,461.094,2245.319
1982-09-01,323.859,215.137,538.996,420.887,959.883,202.74,187.632,390.372,367.077,757.449,1532.774,204.652,1737.426,400.375,2137.801
1982-10-01,406.511,179.6,586.111,370.078,956.189,231.14,169.512,400.652,349.291,749.942,1673.023,207.553,1880.576,427.677,2308.253
1982-11-01,567.526,177.887,745.412,372.822,1118.234,310.526,161.813,472.34,339.134,811.474,1650.026,206.941,1856.966,433.715,2290.681
1982-12-01,822.37,211.892,1034.262,442.825,1477.087,441.024,168.702,609.725,352.563,962.288,1577.992,199.48,1777.472,416.884,2194.356
1983-01-01,1126.931,238.726,1365.657,488.405,1854.062,581.944,173.791,755.735,355.555,1111.291,1615.399,197.685,1813.083,404.438,2217.522
1983-02-01,906.209,221.912,1128.121,389.468,1517.589,476.219,167.44,643.659,293.866,937.526,1480.135,201.417,1681.552,353.499,2035.05
1983-03-01,822.099,201.007,1023.106,402.232,1425.338,436.144,164.087,600.231,328.352,928.583,1563.474,205.612,1769.086,411.448,2180.534
1983-04-01,658.625,192.041,850.666,356.038,1206.705,359.534,159.285,518.818,295.309,814.128,1504.069,206.591,1710.659,383.013,2093.672
1983-05-01,446.738,169.471,616.209,343.45,959.659,241.986,157.747,399.734,319.69,719.424,1523.082,214.031,1737.113,433.754,2170.867
1983-06-01,324.779,184.719,509.498,387.824,897.322,191.831,174.1,365.932,365.53,731.461,1481.254,225.711,1706.964,473.888,2180.852
1983-07-01,280.854,238.72,519.574,532.758,1052.331,180.518,196.026,376.544,437.476,814.02,1508.726,226.639,1735.365,505.796,2241.16
1983-08-01,280.232,267.413,547.646,580.919,1128.565,190.214,204.073,394.288,443.322,837.61,1546.287,237.514,1783.801,515.966,2299.767
1983-09-01,281.53,249.749,531.279,451.445,982.724,190.343,200.572,390.915,362.553,753.467,1528.945,237.537,1766.482,429.371,2195.853
1983-10-01,357.347,188.935,546.283,376.531,922.814,227.232,176.431,403.663,351.61,755.273,1547.961,235.168,1783.129,468.669,2251.798
1983-11-01,521.057,183.237,704.293,374.028,1078.321,308.66,166.923,475.583,340.728,816.312,1578.328,230.46,1808.788,470.422,2279.21
