Month,Aviation Gasoline Consumed by the Transportation Sector,Distillate Fuel Oil Consumed by the Transportation Sector,Propane Consumed by the Transportation Sector,Jet Fuel Consumed by the Transportation Sector,Lubricants Consumed by the Transportation Sector,Motor Gasoline Consumed by the Transportation Sector,Residual Fuel Oil Consumed by the Transportation Sector,Other Products Consumed by the Transportation Sector,Total Petroleum Consumed by the Transportation Sector,Distillate Fuel Oil Consumed by the Electric Power Sector,Petroleum Coke Consumed by the Electric Power Sector,Residual Fuel Oil Consumed by the Electric Power Sector,Total Petroleum Consumed by the Electric Power Sector
2008-02-01,12.448,2531.769,28.593,1552.863,63.674,8713.483,320.674,Not Available,13223.504,40.769,77.417,90.65,208.835
2008-03-01,15.516,2698.285,28.593,1552.001,69.726,8910.054,391.521,Not Available,13665.697,29.827,60.352,74.934,165.113
2008-04-01,17.067,2819.731,28.593,1622.064,70.641,8955.271,490.673,Not Available,14004.04,30.844,68.09,87.82,186.754
2008-05-01,19.065,2854.264,28.593,1589.742,69.402,9091.726,467.419,Not Available,14120.211,29.924,62.154,90.874,182.953
2008-06-01,16.4,2837.931,28.593,1623.278,66.882,8952.765,417.057,Not Available,13942.908,44.647,78.63,157.536,280.813
2008-07-01,15.806,2844.76,28.593,1574.499,67.499,8992.154,448.033,Not Available,13971.344,31.822,68.368,125.477,225.667
2008-08-01,17.839,2860.266,28.593,1639.091,76.271,8976.873,320.161,Not Available,13919.093,28.168,71.764,105.532,205.464
2008-09-01,15.767,2788.014,28.593,1477.83,47.089,8350.828,304.129,Not Available,13012.25,28.862,70.103,131.043,230.007
2008-10-01,11.968,2921.21,28.593,1417.088,70.795,8868.773,414.934,Not Available,13733.361,24.633,71.605,76.404,172.642
2008-11-01,14.9,2689.597,28.593,1439.806,44.154,8750.438,334.213,Not Available,13301.702,27.864,67.447,88.186,183.497
2008-12-01,13.774,2521.404,28.593,1394.997,50.388,8773.572,483.253,Not Available,13265.983,42.796,65.625,120.704,229.126
2009-01-01,13.419,2491.487,20.022,1312.423,58.4,8473.62,439.619,Not Available,12808.991,60.146,66.07,192.725,318.942
2009-02-01,10.286,2500.636,20.022,1356.252,46.516,8683.468,265.859,Not Available,12883.038,39.501,66.707,85.169,191.377
2009-03-01,13.968,2545.349,20.022,1405.973,54.509,8748.56,418.794,Not Available,13207.174,39.566,74.892,65.253,179.711
2009-04-01,15.4,2567.262,20.022,1432.271,60.608,8872.735,512.145,Not Available,13480.443,25.855,68.96,56.97,151.784
2009-05-01,12.645,2656.154,20.022,1329.125,49.128,8926.648,285.31,Not Available,13279.032,31.835,67.356,71.945,171.136
2009-06-01,17.667,2746.981,20.022,1424.526,60.417,9020.871,403.928,Not Available,13694.411,31.183,69.607,78.152,178.942
2009-07-01,18.677,2706.149,20.022,1506.288,59.199,9100.066,181.139,Not Available,13591.541,27.987,69.947,82.508,180.442
2009-08-01,15.484,2722.113,20.022,1448.826,66.888,9133.843,303.935,Not Available,13711.11,30.0,67.65,97.448,195.097
2009-09-01,18.533,2665.974,20.022,1414.38,60.215,8756.289,212.081,Not Available,13147.493,23.639,69.404,62.82,155.862
2009-10-01,11.323,2716.911,20.022,1362.301,59.679,8830.733,349.078,Not Available,13350.046,26.217,41.303,68.496,136.017
2009-11-01,9.8,2614.747,20.022,1352.226,56.857,8751.407,327.041,Not Available,13132.1,26.566,42.059,41.994,110.619
2009-12-01,15.484,2572.376,20.022,1371.748,55.593,8776.488,429.811,Not Available,13241.521,33.013,54.221,40.967,128.201
2010-01-01,9.71,2382.176,3.263,1343.617,61.983,8360.055,417.408,Not Available,12578.211,79.327,66.688,93.118,239.132
2010-02-01,10.214,2522.753,3.263,1342.848,72.836,8418.764,375.313,Not Available,12745.991,30.378,69.47,37.883,137.731
2010-03-01,14.0,2706.999,3.263,1442.9,73.376,8628.232,409.575,Not Available,13278.345,24.49,68.846,40.508,133.845
2010-04-01,17.3,2812.181,3.263,1409.584,70.228,8937.312,469.95,Not Available,13719.817,23.311,61.525,40.466,125.302
2010-05-01,14.968,2795.07,3.263,1445.845,68.205,8990.969,381.82,Not Available,13700.14,33.0,64.47,66.298,163.767
2010-06-01,17.933,2866.796,3.263,1543.274,82.477,9136.677,327.714,Not Available,13978.133,40.736,78.474,104.884,224.094
2010-07-01,19.516,2843.698,3.263,1493.668,75.132,9126.77,403.444,Not Available,13965.491,42.239,81.206,120.332,243.777
2010-08-01,14.065,2982.467,3.263,1485.878,68.834,9082.15,319.579,Not Available,13956.234,34.452,63.496,98.41,196.358
2010-09-01,20.4,2927.661,3.263,1456.736,72.512,8941.698,385.088,Not Available,13807.358,29.449,62.067,61.497,153.013
2010-10-01,15.065,2826.647,3.263,1429.573,67.834,8846.847,377.011,Not Available,13566.239,24.901,55.744,37.456,118.102
2010-11-01,11.067,2759.511,3.263,1396.449,66.312,8650.895,433.387,Not Available,13320.883,29.655,50.22,34.513,114.389
2010-12-01,11.742,2727.881,3.263,1383.386,59.92,8744.012,364.839,Not Available,13295.042,59.814,63.119,66.512,189.444
2011-01-01,11.387,2584.283,3.281,1346.459,66.635,8215.781,416.696,Not Available,12644.522,42.656,85.37,56.296,184.322
2011-02-01,13.857,2629.207,3.281,1352.379,64.914,8445.352,421.159,Not Available,12930.15,32.543,74.527,36.555,143.626
2011-03-01,17.677,2823.98,3.281,1384.586,80.494,8636.364,341.541,Not Available,13287.924,28.548,81.604,37.208,147.36
2011-04-01,10.367,2850.573,3.281,1457.129,73.326,8634.029,353.561,Not Available,13382.266,33.03,53.575,46.126,132.732
2011-05-01,18.129,2912.962,3.281,1423.715,65.49,8654.643,354.982,Not Available,13433.202,30.886,55.431,41.493,127.81
2011-06-01,16.833,3025.834,3.281,1540.084,67.306,8899.818,357.571,Not Available,13910.728,31.79,69.783,43.434,145.007
2011-07-01,18.516,2907.546,3.281,1473.201,63.771,8864.664,222.734,Not Available,13553.714,36.115,80.875,51.888,168.878
2011-08-01,18.355,3056.344,3.281,1554.368,73.677,8760.684,240.368,Not Available,13707.077,26.337,72.714,44.353,143.404
2011-09-01,12.667,2925.583,3.281,1416.206,67.199,8582.622,371.907,Not Available,13379.463,23.862,73.126,33.408,130.395
2011-10-01,15.935,2929.082,3.281,1383.773,55.137,8489.076,296.628,Not Available,13172.913,23.556,51.515,31.923,106.993
2011-11-01,11.767,2861.052,3.281,1416.455,66.762,8379.676,305.577,Not Available,13044.569,24.933,40.109,32.254,97.296
2011-12-01,10.419,2666.34,3.281,1352.844,59.578,8523.232,386.064,Not Available,13001.759,28.064,56.413,31.117,115.594
2012-01-01,12.29,2453.875,3.215,1308.005,64.771,8042.273,357.489,Not Available,12241.919,26.906,64.562,34.093,125.56
2012-02-01,10.966,2538.195,3.215,1350.807,74.072,8442.27,313.711,Not Available,12733.235,23.003,54.753,27.457,105.213
2012-03-01,14.032,2613.928,3.215,1381.182,58.862,8426.849,333.062,Not Available,12831.131,19.676,28.775,28.972,77.423
2012-04-01,14.133,2747.982,3.215,1350.327,66.676,8582.434,348.328,Not Available,13113.096,22.874,27.653,28.018,78.544
2012-05-01,16.774,2804.047,3.215,1408.594,65.052,8816.797,250.748,Not Available,13365.228,28.168,34.066,28.498,90.733
2012-06-01,13.1,2852.304,3.215,1546.258,57.393,8832.84,279.156,Not Available,13584.265,28.565,37.988,45.475,112.028
2012-07-01,20.065,2818.426,3.215,1468.319,57.153,8650.942,358.873,Not Available,13376.994,30.052,40.871,52.378,123.301
2012-08-01,13.355,2869.323,3.215,1470.285,58.548,8988.269,316.804,Not Available,13719.8,23.531,43.048,38.006,104.585
2012-09-01,14.567,2781.624,3.215,1377.761,56.629,8406.011,304.546,Not Available,12944.353,21.233,41.72,29.46,92.412
2012-10-01,14.29,2847.804,3.215,1352.928,59.917,8543.371,243.143,Not Available,13064.669,22.076,36.868,30.673,89.616
2012-11-01,10.233,2728.207,3.215,1381.087,64.632,8329.169,255.302,Not Available,12771.845,24.391,39.68,28.328,92.399
2012-12-01,9.065,2564.003,3.215,1381.022,49.182,8237.132,137.766,Not Available,12381.385,27.06,38.041,28.294,93.394
2013-01-01,10.968,2542.246,4.345,1310.953,67.917,8176.822,249.693,Not Available,12362.945,35.05,53.066,49.663,137.78
2013-02-01,8.107,2583.646,4.345,1343.706,67.999,8239.904,220.824,Not Available,12468.531,25.799,51.603,36.506,113.907
2013-03-01,11.516,2629.883,4.345,1393.257,67.671,8480.541,367.422,Not Available,12954.636,22.244,50.367,28.473,101.085
2013-04-01,11.733,2800.746,4.345,1443.784,60.188,8691.39,212.185,Not Available,13224.371,23.696,48.014,29.819,101.529
2013-05-01,14.935,2867.029,4.345,1459.169,68.563,8866.141,190.895,Not Available,13471.079,26.972,65.94,28.464,121.376
2013-06-01,14.933,2927.279,4.345,1453.843,75.341,8909.427,230.921,Not Available,13616.088,23.25,69.276,31.413,123.939
2013-07-01,16.129,2931.463,4.345,1546.164,65.164,8976.764,291.078,Not Available,13831.106,34.079,67.349,44.101,145.528
2013-08-01,13.71,2951.572,4.345,1524.084,64.33,8955.266,343.014,Not Available,13856.322,21.397,69.937,32.824,124.158
2013-09-01,10.567,2857.423,4.345,1416.597,63.707,8780.779,309.638,Not Available,13443.057,21.454,65.401,29.204,116.059
2013-10-01,11.226,2993.229,4.345,1455.153,61.944,8778.261,216.209,Not Available,13520.366,21.037,58.437,28.122,107.597
2013-11-01,14.467,2807.34,4.345,1429.056,53.209,8757.571,301.658,Not Available,13367.645,25.657,47.563,26.673,99.893
2013-12-01,7.032,2741.411,4.345,1428.418,61.187,8508.961,103.693,Not Available,12855.047,34.514,56.53,38.285,129.329
2014-01-01,9.613,2716.303,5.436,1364.393,55.87,8140.93,162.344,Not Available,12454.889,159.279,66.479,138.209,363.967
2014-02-01,6.607,2722.747,5.436,1380.496,55.198,8508.233,159.617,Not Available,12838.334,47.79,60.493,55.439,163.721
2014-03-01,11.871,2803.067,5.436,1433.138,77.361,8557.378,106.548,Not Available,12994.799,46.64,64.085,57.11,167.835
2014-04-01,11.567,2979.257,5.436,1455.387,70.075,8811.706,229.325,Not Available,13562.752,21.777,45.964,28.174,95.915
2014-05-01,13.161,2979.852,5.436,1400.277,69.061,8878.281,182.445,Not Available,13528.513,26.539,59.813,24.0,110.352
2014-06-01,11.0,3042.193,5.436,1543.511,62.595,8894.593,206.811,Not Available,13766.138,22.646,64.212,26.695,113.553
2014-07-01,17.452,3074.305,5.436,1558.787,73.411,9100.544,202.597,Not Available,14032.531,21.172,57.547,31.283,110.003
2014-08-01,13.71,3084.222,5.436,1522.256,68.34,9161.938,168.894,Not Available,14024.795,22.681,57.695,32.556,112.931
2014-09-01,11.6,2964.806,5.436,1481.791,76.92,8680.322,228.156,Not Available,13449.031,23.36,58.628,27.622,109.611
2014-10-01,11.323,3069.058,5.436,1479.449,67.499,9001.382,199.506,Not Available,13833.652,21.042,33.956,25.92,80.918
2014-11-01,10.567,2818.951,5.436,1476.164,73.235,8778.282,285.122,Not Available,13447.758,27.334,45.119,25.74,98.193
2014-12-01,12.258,2862.263,5.436,1537.319,59.309,8797.576,205.853,Not Available,13480.013,26.612,65.22,24.253,116.085
2015-01-01,7.968,2729.493,7.128,1375.227,81.675,8315.887,217.71,Not Available,12735.088,41.021,61.147,56.596,158.763
2015-02-01,8.393,2931.398,7.128,1445.286,65.456,8498.257,34.58,Not Available,12990.498,131.552,70.931,149.343,351.826
2015-03-01,8.806,2913.065,7.128,1548.158,81.23,8717.704,217.345,Not Available,13493.437,26.808,42.626,27.635,97.07
2015-04-01,14.233,3058.017,7.128,1526.763,79.192,8845.658,132.91,Not Available,13663.902,20.626,46.896,27.292,94.813
2015-05-01,13.355,2995.76,7.128,1519.275,84.874,8915.92,194.43,Not Available,13730.743,26.496,53.225,25.061,104.782
2015-06-01,12.4,3153.309,7.128,1654.075,70.232,9064.745,158.464,Not Available,14120.354,25.539,49.723,29.446,104.708
2015-07-01,17.774,3167.517,7.128,1650.442,83.469,9115.985,268.815,Not Available,14311.13,23.452,64.779,37.636,125.867
2015-08-01,10.903,3164.682,7.128,1601.413,64.807,9106.166,247.018,Not Available,14202.117,22.097,61.027,33.326,116.45
2015-09-01,11.0,3141.895,7.128,1533.99,67.974,8941.098,220.971,Not Available,13924.056,20.878,60.582,30.325,111.785
2015-10-01,13.903,2966.8,7.128,1613.93,77.484,8898.8,193.036,Not Available,13771.081,19.946,47.159,27.262,94.367
2015-11-01,9.3,2739.596,7.128,1523.745,55.549,8770.743,250.373,Not Available,13356.435,26.344,42.041,30.357,98.742
2015-12-01,9.387,2730.506,7.128,1578.114,69.146,8805.34,269.962,Not Available,13469.584,24.294,43.291,25.552,93.137
2016-01-01,7.387,2644.628,8.407,1449.282,72.338,8333.676,247.539,Not Available,12763.257,40.011,53.077,34.134,127.222
2016-02-01,10.759,2721.181,8.407,1534.38,78.759,8880.697,127.505,Not Available,13361.688,31.378,55.298,39.406,126.083
2016-03-01,9.613,2892.048,8.407,1546.602,76.038,9026.952,311.116,Not Available,13870.776,22.292,57.516,21.922,101.729
2016-04-01,14.3,2936.392,8.407,1566.151,69.842,8836.643,391.586,Not Available,13823.322,21.046,62.583,22.941,106.57
2016-05-01,11.226,2967.659,8.407,1577.881,70.444,9069.074,274.796,Not Available,13979.488,25.682,57.171,24.435,107.288
2016-06-01,12.1,3112.84,8.407,1722.66,77.72,9253.059,284.587,Not Available,14471.373,23.245,61.384,28.882,113.511
2016-07-01,11.968,3026.989,8.407,1720.015,61.088,9223.846,351.114,Not Available,14403.426,25.723,62.806,43.383,131.912
2016-08-01,14.032,3172.32,8.407,1721.72,66.0,9329.312,254.344,Not Available,14566.136,24.314,65.856,41.21,131.38
2016-09-01,10.8,3057.138,8.407,1635.238,66.749,9133.449,205.423,Not Available,14117.204,20.886,61.691,28.643,111.22
2016-10-01,9.742,3039.358,8.407,1609.551,70.106,8757.457,284.182,Not Available,13778.804,20.109,39.288,30.053,89.45
2016-11-01,11.5,2915.862,8.407,1632.377,64.483,8892.199,257.659,Not Available,13782.487,27.099,49.213,24.514,100.826
2016-12-01,9.613,2829.789,8.407,1652.93,61.458,8940.323,252.321,Not Available,13754.842,29.995,52.63,29.06,111.684
2017-01-01,9.355,2587.853,8.841,1588.342,72.234,8197.571,475.76,Not Available,12939.956,28.722,58.355,27.618,114.696
2017-02-01,9.25,2780.909,8.841,1517.078,67.966,8680.426,233.968,Not Available,13298.437,24.873,48.506,26.073,99.452
2017-03-01,10.161,2948.393,8.841,1675.869,76.187,8986.38,273.241,Not Available,13979.072,25.813,41.304,23.64,90.757
2017-04-01,10.667,2929.472,8.841,1643.518,67.984,8957.391,239.102,Not Available,13856.975,21.981,26.95,23.852,72.783
2017-05-01,11.645,3088.269,8.841,1668.893,69.78,9202.78,306.93,Not Available,14357.139,25.192,52.22,26.195,103.607
2017-06-01,16.633,3133.944,8.841,1761.78,63.697,9417.15,295.966,Not Available,14698.011,22.314,56.729,30.328,109.37
2017-07-01,12.645,3073.715,8.841,1733.632,61.646,9246.554,242.014,Not Available,14379.048,21.673,53.607,26.292,101.572
2017-08-01,13.645,3205.857,8.841,1761.882,49.007,9397.343,293.954,Not Available,14730.53,20.143,46.688,30.051,96.881
2017-09-01,9.733,3077.831,8.841,1626.807,60.879,9036.794,254.297,Not Available,14075.182,22.657,45.015,27.403,95.075
2017-10-01,9.484,3078.772,8.841,1751.106,65.377,9017.099,273.964,Not Available,14204.642,23.814,35.632,27.322,86.768
2017-11-01,10.667,2985.196,8.841,1685.327,65.125,8779.415,340.786,Not Available,13875.355,25.102,47.466,23.582,96.15
2017-12-01,12.419,2806.563,8.841,1755.53,50.179,8910.553,239.044,Not Available,13783.129,48.938,46.205,51.113,146.256
2018-01-01,9.516,2825.721,8.998,1568.041,55.772,8462.918,184.752,Not Available,13115.718,169.476,60.182,118.451,348.108
2018-02-01,7.071,2844.354,8.998,1589.706,71.16,8471.16,254.805,Not Available,13247.255,23.551,54.002,23.336,100.889
2018-03-01,13.065,3051.412,8.998,1705.921,69.873,9114.862,199.327,Not Available,14163.458,23.144,40.459,20.882,84.485
2018-04-01,12.367,3131.855,8.998,1629.619,64.464,8865.835,359.432,Not Available,14072.57,25.888,44.544,23.557,93.989
2018-05-01,12.29,3267.162,8.998,1684.548,54.34,9163.686,252.024,Not Available,14443.049,30.217,32.916,25.491,88.624
2018-06-01,14.467,3251.829,8.998,1856.93,69.412,9435.063,233.275,Not Available,14869.974,29.848,53.667,29.177,112.692
2018-07-01,16.258,3284.803,8.998,1773.132,67.692,9284.219,297.694,Not Available,14732.796,23.198,58.126,28.289,109.612
2018-08-01,14.774,3398.458,8.998,1857.715,70.99,9416.896,244.687,Not Available,15012.518,24.865,56.13,30.063,111.058
2018-09-01,9.467,3208.544,8.998,1703.576,52.402,8814.398,295.795,Not Available,14093.18,24.103,52.955,32.737,109.795
2018-10-01,16.226,3241.585,8.998,1674.927,56.828,8950.457,226.523,Not Available,14175.545,25.056,35.767,28.234,89.057
2018-11-01,7.4,3036.895,8.998,1756.061,62.231,8947.159,293.691,Not Available,14112.435,29.768,44.46,25.074,99.302
2018-12-01,12.29,2855.127,8.998,1676.484,48.33,8839.432,320.02,Not Available,13760.681,27.248,50.738,22.033,100.019
2019-01-01,8.581,2868.065,8.91,1621.028,59.774,8453.361,263.237,Not Available,13282.954,38.086,51.886,32.56,122.532
2019-02-01,8.821,2962.613,8.91,1606.69,55.026,8735.932,238.078,Not Available,13616.07,26.026,48.31,20.914,95.249
2019-03-01,12.613,3031.116,8.91,1711.323,51.122,8844.002,185.22,Not Available,13844.304,23.031,37.297,19.923,80.252
2019-04-01,11.8,3168.138,8.91,1755.661,82.127,9062.148,143.712,Not Available,14232.496,20.904,25.133,20.97,67.007
2019-05-01,15.0,3239.864,8.91,1773.067,56.073,9145.78,155.325,Not Available,14394.019,26.182,46.593,24.017,96.791
2019-06-01,15.567,3272.424,8.91,1801.694,54.965,9344.011,274.43,Not Available,14772.002,26.333,35.046,26.637,88.015
2019-07-01,17.097,3269.2,8.91,1846.969,67.888,9179.991,290.745,Not Available,14680.801,24.036,47.609,29.099,100.744
2019-08-01,12.839,3287.055,8.91,1841.442,60.428,9469.583,276.638,Not Available,14956.895,23.554,43.499,31.185,98.238
2019-09-01,14.9,3194.8,8.91,1702.455,50.734,8856.953,258.172,Not Available,14086.924,23.091,37.635,26.639,87.365
2019-10-01,13.935,3269.532,8.91,1726.797,68.584,8963.542,271.562,Not Available,14322.863,23.016,11.365,25.941,60.322
2019-11-01,12.4,3062.157,8.91,1710.93,55.397,8868.076,169.211,Not Available,13887.081,25.127,21.012,24.173,70.312
2019-12-01,8.516,2884.731,8.91,1809.233,49.556,8639.06,238.767,Not Available,13638.773,27.379,31.315,24.805,83.499
2020-01-01,11.903,2737.228,6.15,1672.723,64.068,8348.195,196.293,Not Available,13036.56,25.172,40.921,24.432,90.525
2020-02-01,7.621,2807.359,6.15,1619.014,55.584,8661.033,152.361,Not Available,13309.121,22.565,37.552,21.124,81.241
2020-03-01,11.452,2901.081,6.15,1387.736,40.887,7444.301,64.603,Not Available,11856.209,17.392,45.896,19.147,82.435
2020-04-01,6.433,2840.272,6.15,678.014,43.397,5613.378,50.003,Not Available,9237.646,15.631,41.491,18.578,75.7
2020-05-01,13.516,2840.825,6.15,597.053,42.271,6888.285,37.326,Not Available,10425.427,18.574,41.205,19.144,78.924
2020-06-01,11.467,2973.249,6.15,784.115,52.114,7934.792,170.298,Not Available,11932.185,22.871,53.154,23.593,99.618
2020-07-01,12.677,3074.651,6.15,967.578,57.184,8096.271,296.871,Not Available,12511.382,23.838,53.074,25.997,102.909
2020-08-01,11.161,3114.744,6.15,1015.677,48.464,8157.326,259.275,Not Available,12612.796,22.489,49.375,25.862,97.726
2020-09-01,12.2,3037.153,6.15,921.096,53.522,8173.61,275.997,Not Available,12479.728,17.592,29.032,23.966,70.589
2020-10-01,11.742,3100.342,6.15,1005.746,56.511,7958.583,211.838,Not Available,12350.911,20.259,24.37,25.557,70.186
2020-11-01,11.133,2923.976,6.15,1129.585,52.925,7657.094,170.274,Not Available,11951.136,20.69,37.173,22.437,80.301
2020-12-01,9.613,2860.375,6.15,1148.334,58.099,7517.432,154.746,Not Available,11754.748,24.381,47.499,24.761,96.642
2021-01-01,11.484,2675.425,6.963,1131.061,58.606,7419.697,201.838,84.063,11589.138,22.838,46.15,27.135,96.123
2021-02-01,5.429,2715.424,6.963,1086.799,56.239,7516.007,205.635,121.75,11714.245,68.407,49.214,30.51,148.131
2021-03-01,9.161,2903.264,6.963,1150.057,49.733,8216.904,239.518,130.22,12705.821,21.956,41.767,21.087,84.81
2021-04-01,15.067,3046.237,6.963,1292.051,55.257,8491.877,108.33,131.994,13147.776,25.017,28.77,19.955,73.742
2021-05-01,9.194,3061.894,6.963,1291.709,54.902,8723.781,224.549,142.994,13515.986,24.453,34.936,20.843,80.233
2021-06-01,16.933,3157.773,6.963,1426.074,57.926,8993.63,300.239,129.216,14088.755,27.388,32.5,23.71,83.597
2021-07-01,10.516,3115.313,6.963,1501.371,55.916,8931.566,304.36,122.863,14048.869,22.768,44.97,23.828,91.566
2021-08-01,15.355,3247.688,6.963,1563.47,49.536,8821.341,287.282,144.445,14136.081,27.851,49.359,34.743,111.953
2021-09-01,14.3,3124.253,6.963,1484.84,47.93,8581.299,289.802,108.697,13658.085,23.042,42.592,28.863,94.497
2021-10-01,11.645,3059.997,6.963,1466.753,53.084,8672.061,308.476,164.131,13743.109,23.946,41.556,23.622,89.124
2021-11-01,10.333,3024.061,6.963,1507.025,57.172,8666.432,359.505,158.086,13789.577,26.688,53.825,22.706,103.218
2021-12-01,10.645,2846.229,6.963,1517.432,49.314,8530.338,379.276,155.495,13495.692,29.722,40.24,23.041,93.002
2022-01-01,7.323,2721.794,7.947,1418.333,66.531,7706.169,209.331,124.696,12262.123,82.683,38.543,78.216,199.441
2022-02-01,13.321,2846.407,7.947,1418.07,60.286,8268.515,275.146,140.793,13030.484,37.269,45.3,30.695,113.263
2022-03-01,14.452,2955.576,7.947,1520.051,73.502,8607.803,317.396,153.322,13650.047,27.084,34.768,23.796,85.648
2022-04-01,10.533,3044.132,7.947,1547.018,65.254,8410.526,215.517,163.209,13464.136,22.402,37.182,19.939,79.524
2022-05-01,8.903,3075.392,7.947,1591.184,59.624,8716.758,276.913,156.173,13892.894,26.134,39.331,22.124,87.589
2022-06-01,16.533,3217.772,7.947,1685.743,49.549,8674.702,274.41,200.135,14126.791,30.013,46.329,21.026,97.368
2022-07-01,9.065,3151.891,7.947,1602.543,24.611,8422.78,262.242,164.609,13645.688,29.725,33.98,28.565,92.27
2022-08-01,18.258,3253.65,7.947,1653.676,71.129,8713.178,328.041,183.193,14229.073,27.917,38.484,26.476,92.877
2022-09-01,11.4,3167.155,7.947,1534.234,52.289,8456.306,407.387,170.406,13807.124,23.17,46.442,28.993,98.605
2022-10-01,11.677,3155.137,7.947,1558.341,68.899,8418.225,228.552,198.223,13647.001,23.575,42.008,29.425,95.009
2022-11-01,13.067,3000.578,7.947,1584.493,56.945,8437.382,309.419,190.295,13600.125,25.44,38.029,26.367,89.837
2022-12-01,10.968,2781.677,7.947,1592.766,55.461,8216.645,193.965,186.7,13046.129,117.985,47.595,58.537,224.118
2023-01-01,5.774,2653.596,7.947,1527.659,61.164,7925.212,229.015,199.621,12609.988,26.345,28.669,25.557,80.571
2023-02-01,10.5,2682.266,7.947,1515.772,60.196,8311.269,315.142,213.065,13116.156,37.976,29.599,40.49,108.065
2023-03-01,12.323,2897.461,7.947,1612.987,31.799,8676.437,184.381,236.752,13660.087,22.692,21.821,25.618,70.131
2023-04-01,9.433,2970.105,7.947,1605.77,42.874,8549.447,136.616,233.687,13555.878,23.702,21.263,24.942,69.907
2023-05-01,13.935,3051.328,7.947,1669.672,51.402,8679.264,176.403,312.475,13962.426,26.423,23.539,24.34,74.302
2023-06-01,14.367,3151.721,7.947,1755.429,50.328,8952.486,231.416,297.842,14461.536,25.039,27.386,25.788,78.213
2023-07-01,14.194,3061.014,7.947,1752.984,50.013,8582.837,207.527,260.635,13937.151,22.724,42.895,29.414,95.034
2023-08-01,15.0,3251.661,7.947,1707.504,43.141,8836.604,275.123,289.341,14426.321,25.872,43.025,26.86,95.757
2023-09-01,7.167,3044.186,7.947,1691.38,39.024,8452.926,176.294,305.685,13724.609,20.5,40.229,29.874,90.603
2023-10-01,16.548,3079.233,7.947,1697.113,51.635,8698.345,221.869,285.71,14058.4,22.107,20.218,31.582,73.907
2023-11-01,9.8,2924.767,7.947,1623.478,27.398,8516.722,308.973,253.576,13672.662,24.219,13.405,26.556,64.181
2023-12-01,8.581,2726.876,7.947,1668.197,20.533,8407.78,278.794,318.115,13436.823,24.73,24.016,25.45,74.197
2024-01-01,7.065,2574.758,7.925,1536.2,45.181,7874.211,213.115,265.1,12523.553,54.608,23.455,34.209,112.271
2024-02-01,14.517,2584.647,7.925,1563.982,39.016,8221.483,220.777,336.015,12988.363,20.548,19.983,24.739,65.271
2024-03-01,9.129,2699.335,7.925,1650.865,40.255,8495.251,269.967,310.845,13483.571,21.045,10.398,22.752,54.195
2024-04-01,13.633,2896.559,7.925,1708.474,58.909,8441.517,268.463,320.097,13715.578,30.849,17.005,23.513,71.367
2024-05-01,11.419,2955.815,7.925,1768.152,39.714,8981.424,250.545,306.662,14321.658,26.625,19.4,25.33,71.355
2024-06-01,17.067,2964.923,7.925,1710.171,45.79,8717.451,240.831,351.464,14055.622,26.204,28.108,26.801,81.113
2024-07-01,16.419,3051.342,7.925,1831.68,46.976,8886.662,247.962,366.029,14454.996,27.63,29.844,28.59,86.065
2024-08-01,13.581,3137.028,7.925,1788.855,40.181,8849.25,243.36,327.675,14407.856,30.171,29.468,27.63,87.269
2024-09-01,14.3,2945.7,7.925,1670.613,37.782,8596.874,175.332,332.747,13781.272,22.511,18.138,27.157,67.806
